id,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,aggregated_rating,aggregated_rating_count,game_engines,game_modes,player_perspectives
Ori and the Blind Forest: Definitive Edition,"61,217","2,977","64,194",93.74%,expanded_game,1457654400,"['PC (Microsoft Windows)', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure']",86.28571428571429,7.0,['Unity'],['Single player'],['Side view']
"The Planet Crafter: Prologue ",,,,,,,,,,,,,
Kingdom Rush Frontiers,"8,468",281,"8,749",93.74%,main_game,1370476800,"['PC (Microsoft Windows)', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Real Time Strategy (RTS)', 'Strategy', 'Indie']",80.0,2.0,,['Single player'],['Bird view / Isometric']
"提西探险社 ",,,,,,,,,,,,,
Half-Life 2: Episode One,"30,146","1,336","31,482",93.73%,standalone_expansion,1149120000,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Linux', 'Mac']",['Shooter'],86.5,4.0,['Source'],['Single player'],['First person']
Car Mechanic Simulator 2021,"25,011","1,075","26,086",93.73%,main_game,1518480000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'iOS']","['Racing', 'Simulator', 'Indie']",,,['Unity'],['Single player'],['First person']
"The Elder Scrolls IV: Oblivion ","44,707","2,105","46,812",93.72%,main_game,1142812800,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']","['Role-playing (RPG)', 'Adventure']",80.57142857142857,8.0,['Gamebryo'],['Single player'],"['First person', 'Third person']"
"The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe ",,,,,,,,,,,,,
Sayonara Wild Hearts,"7,768",253,"8,021",93.72%,main_game,1568851200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Music', 'Adventure', 'Indie', 'Arcade']",81.42857142857143,8.0,,['Single player'],['Third person']
Tiny Glade,"6,602",203,"6,805",93.72%,main_game,1727049600,"['PC (Microsoft Windows)', 'Linux']","['Simulator', 'Indie']",60.0,1.0,,['Single player'],['Bird view / Isometric']
Outpath: First Journey,"4,597",121,"4,718",93.72%,main_game,1671235200,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,,,
"Total War: MEDIEVAL II - Definitive Edition ",,,,,,,,,,,,,
Mini Motorways,"19,089",784,"19,873",93.71%,main_game,1568851200,"['PC (Microsoft Windows)', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",85.75,4.0,,['Single player'],
FlatOut 2,"16,569",662,"17,231",93.71%,main_game,1151625600,"['PlayStation 2', 'PC (Microsoft Windows)', 'Xbox', 'Xbox One', 'Linux', 'Mac']","['Racing', 'Sport', 'Arcade']",82.5,5.0,,"['Single player', 'Multiplayer', 'Split screen']","['First person', 'Third person']"
shapez,"11,813",438,"12,251",93.70%,main_game,1591488000,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Mac']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",,,,['Single player'],['Bird view / Isometric']
Batman: Arkham City™,"2,056",30,"2,086",93.70%,main_game,1318896000,"['PC (Microsoft Windows)', 'OnLive Game System', 'PlayStation 3', 'Xbox 360', 'Nintendo Switch']","[""Hack and slash/Beat 'em up"", 'Adventure']",91.2,13.0,['Unreal Engine'],['Single player'],['Third person']
A Tower Full of Cats,"1,303",8,"1,311",93.70%,main_game,1716163200,"['PC (Microsoft Windows)', 'Linux']","['Point-and-click', 'Puzzle', 'Adventure']",,,,['Single player'],['Bird view / Isometric']
Resident Evil 7 Biohazard,"85,460","4,362","89,822",93.69%,main_game,1485216000,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation VR', 'PlayStation 4', 'Xbox One', 'iOS', 'Mac']","['Shooter', 'Puzzle', 'Adventure']",88.46153846153847,31.0,['RE Engine'],['Single player'],"['First person', 'Virtual Reality']"
Paint the Town Red,"26,428","1,163","27,591",93.68%,main_game,1627516800,['PC (Microsoft Windows)'],[],,,,,
Crypt of the NecroDancer,"23,431","1,010","24,441",93.68%,dlc_addon,1710288000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Linux', 'Mac', 'Nintendo Switch']","['Music', 'Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Indie']",,,,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
5D Chess With Multiverse Time Travel,"7,258",234,"7,492",93.68%,main_game,1595376000,"['PC (Microsoft Windows)', 'Mac']","['Puzzle', 'Strategy', 'Turn-based strategy (TBS)', 'Indie']",,,,"['Single player', 'Multiplayer']",['Bird view / Isometric']
Grimhook,"2,959",61,"3,020",93.68%,main_game,1702080000,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,['Unreal Engine 5'],['Single player'],['First person']
"候鸟 ",,,,,,,,,,,,,
Super Lesbian Animal RPG,"1,327",9,"1,336",93.68%,main_game,1671494400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",,,['RPG Maker VX Ace'],['Single player'],['Bird view / Isometric']
Noita,"66,918","3,343","70,261",93.67%,main_game,1602720000,['PC (Microsoft Windows)'],"['Shooter', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Arcade']",80.5,4.0,['Falling Everything Engine'],['Single player'],['Side view']
"Spiritfarer®: Farewell Edition ",,,,,,,,,,,,,
Mini Metro,"14,535",573,"15,108",93.66%,main_game,1445472000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Strategy', 'Indie', 'Arcade']",100.0,1.0,['Unity'],['Single player'],['Bird view / Isometric']
Nightmare Kart,"4,749",130,"4,879",93.66%,main_game,1717113600,['PC (Microsoft Windows)'],"['Racing', 'Arcade']",,,['Unreal Engine 4'],"['Single player', 'Multiplayer', 'Split screen']",['Third person']
The Legend of Heroes: Trails in the Sky SC,"3,293",74,"3,367",93.66%,main_game,1141862400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation Vita', 'PlayStation Portable']","['Role-playing (RPG)', 'Turn-based strategy (TBS)']",80.0,1.0,,['Single player'],"['Third person', 'Bird view / Isometric']"
ASTLIBRA ～生きた証～ Revision,"23,376","1,015","24,391",93.65%,remake,1665619200,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Role-playing (RPG)', 'Strategy', 'Adventure']",,,,['Single player'],['Side view']
Bug Fables: The Everlasting Sapling,"4,948",139,"5,087",93.65%,main_game,1574294400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",90.0,1.0,['Unity'],['Single player'],['Third person']
My Friend Pedro,"25,834","1,144","26,978",93.64%,main_game,1560988800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Platform', 'Adventure', 'Indie', 'Arcade']",73.44444444444444,11.0,['Unity'],['Single player'],['Side view']
TCG Card Shop Simulator,"8,912",311,"9,223",93.64%,main_game,1726358400,['PC (Microsoft Windows)'],['Simulator'],,,,['Single player'],['First person']
Hidden Folks,"8,776",305,"9,081",93.64%,main_game,1487116800,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",80.0,6.0,['Unity'],['Single player'],['Bird view / Isometric']
Living With Sister: Monochrome Fantasy,"6,536",206,"6,742",93.64%,main_game,1711152000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie', 'Visual Novel']",,,,['Single player'],"['Side view', 'Text']"
Winter Memories,"5,999",183,"6,182",93.64%,main_game,1704499200,['PC (Microsoft Windows)'],"['Simulator', 'Adventure', 'Visual Novel']",,,,['Single player'],['Bird view / Isometric']
Touhou Hero of Ice Fairy,"4,860",136,"4,996",93.64%,main_game,1706918400,['PC (Microsoft Windows)'],"['Shooter', 'Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']",,,,['Single player'],['Side view']
SuchArt!,"4,041",103,"4,144",93.64%,main_game,1665619200,['PC (Microsoft Windows)'],"['Simulator', 'Adventure', 'Indie']",,,,['Single player'],['First person']
"BLACK BOX LSS - 闪耀的永生者 ",,,,,,,,,,,,,
Abiotic Factor,"16,466",673,"17,139",93.62%,main_game,1714608000,['PC (Microsoft Windows)'],"['Shooter', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",,,['Unreal Engine 5'],"['Single player', 'Multiplayer', 'Co-operative']",['First person']
Goat Simulator 3,"4,369",117,"4,486",93.62%,main_game,1668643200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S']","['Simulator', 'Adventure']",,,,"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
The Room VR: A Dark Matter,"3,469",82,"3,551",93.62%,main_game,1585180800,"['SteamVR', 'Oculus VR', 'Oculus Quest', 'Meta Quest 2', 'PlayStation VR', 'PlayStation VR2']","['Puzzle', 'Adventure', 'Indie']",83.33333333333333,3.0,['Unity 2019'],['Single player'],['First person']
Frog Detective 3: Corruption at Cowboy County,"1,612",18,"1,630",93.62%,main_game,1666828800,"['PC (Microsoft Windows)', 'Mac']","['Adventure', 'Indie']",83.0,1.0,,['Single player'],
"Homicipher: Trial ",,,,,,,,,,,,,
Superflight,"10,643",394,"11,037",93.61%,main_game,1510099200,['PC (Microsoft Windows)'],"['Racing', 'Simulator', 'Sport', 'Indie']",,,,['Single player'],['Third person']
There is no game: Jam Edition 2015,"6,524",208,"6,732",93.61%,main_game,1558915200,"['PC (Microsoft Windows)', 'Android', 'Mac']","['Adventure', 'Indie']",,,,,
Metal: Hellsinger,"13,916",553,"14,469",93.60%,main_game,1663200000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']","['Shooter', 'Music', 'Adventure']",86.16666666666667,7.0,,['Single player'],['First person']
"英雄黄昏 ",,,,,,,,,,,,,
missed messages.,"14,338",574,"14,912",93.59%,main_game,1556668800,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",,,['Unity'],['Single player'],['First person']
Downwell,"7,710",262,"7,972",93.59%,main_game,1444780800,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 4', 'Android', 'iOS', 'Nintendo Switch']","['Shooter', 'Platform', 'Adventure', 'Indie', 'Arcade']",77.5,9.0,['GameMaker: Studio'],['Single player'],['Side view']
Lethal League Blaze,"6,025",188,"6,213",93.59%,main_game,1540339200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Fighting', 'Sport', 'Indie', 'Arcade']",90.0,1.0,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
No Case Should Remain Unsolved,"4,556",126,"4,682",93.59%,main_game,1705536000,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie', 'Visual Novel']",,,['Unity'],['Single player'],['Text']
Human Fall Flat,"193,738","10,823","204,561",93.58%,main_game,1469145600,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac']","['Platform', 'Puzzle', 'Simulator', 'Adventure', 'Indie']",72.76923076923077,14.0,['Unity'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Third person']
The Jackbox Party Pack 3,"5,810",179,"5,989",93.58%,main_game,1476748800,"['PC (Microsoft Windows)', 'Amazon Fire TV', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Strategy', 'Quiz/Trivia', 'Indie']",77.5,6.0,,"['Single player', 'Multiplayer', 'Co-operative']",['Text']
Mad Father,"4,980",144,"5,124",93.58%,remake,1604534400,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Indie']",,,['RPG Maker'],['Single player'],['Bird view / Isometric']
Downfall - A Slay the Spire Fan Expansion,"3,507",85,"3,592",93.58%,mod,1648166400,['PC (Microsoft Windows)'],[],,,,,
Echo Point Nova,"1,486",15,"1,501",93.58%,main_game,1727136000,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",,,,"['Single player', 'Multiplayer', 'Co-operative']",['First person']
Age of Empires II: Definitive Edition,"142,088","7,775","149,863",93.57%,remaster,1573689600,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Xbox One']","['Real Time Strategy (RTS)', 'Strategy']",77.66666666666667,4.0,['Genie Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
OPUS: Echo of Starsong - Full Bloom Edition,"8,039",279,"8,318",93.56%,main_game,1652227200,"['PC (Microsoft Windows)', 'Xbox One', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",,,,['Single player'],
Glass Masquerade,"6,188",197,"6,385",93.56%,main_game,1479427200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Puzzle', 'Indie']",70.0,2.0,,['Single player'],
Valheim,"441,306","26,099","467,405",93.54%,main_game,1663286400,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Xbox One', 'Linux', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",90.0,2.0,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Carto,"7,613",262,"7,875",93.54%,main_game,1603756800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",82.5,2.0,,['Single player'],['Third person']
HROT,"5,013",148,"5,161",93.54%,main_game,1684195200,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",87.0,1.0,,['Single player'],['First person']
I Am Your Beast,"1,097",5,"1,102",93.53%,main_game,1725926400,"['PC (Microsoft Windows)', 'iOS']","['Shooter', 'Tactical', 'Indie', 'Arcade']",90.0,1.0,,['Single player'],['First person']
Game Dev Tycoon,"40,451","1,969","42,420",93.52%,main_game,1355097600,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Simulator', 'Strategy', 'Indie']",80.0,2.0,,['Single player'],['Bird view / Isometric']
"Warhammer 40,000: Dawn of War - Dark Crusade","8,122",287,"8,409",93.52%,expansion,1160352000,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Strategy']",84.0,4.0,,"['Single player', 'Multiplayer']",['Bird view / Isometric']
TY the Tasmanian Tiger,"2,481",49,"2,530",93.52%,bundle,1634256000,['Nintendo Switch'],"['Platform', 'Adventure']",,,,['Single player'],['Third person']
Walkabout Mini Golf,"2,826",62,"2,888",93.51%,main_game,1600905600,"['SteamVR', 'Oculus VR', 'Oculus Quest', 'Meta Quest 2', 'PlayStation VR2']","['Sport', 'Indie']",,,['Unity'],"['Single player', 'Multiplayer']",['Virtual Reality']
Ultimate Custom Night,"54,057","2,743","56,800",93.50%,port,1588032000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']","['Simulator', 'Strategy', 'Indie']",,,['Clickteam Fusion'],['Single player'],['First person']
Rusty's Retirement,"7,696",269,"7,965",93.50%,main_game,1714089600,"['PC (Microsoft Windows)', 'Mac']","['Simulator', 'Strategy', 'Indie']",,,,['Single player'],['Bird view / Isometric']
"Tukoni: Prologue ",,,,,,,,,,,,,
"South Scrimshaw Part One ",,,,,,,,,,,,,
Bastion,"35,287","1,700","36,987",93.49%,main_game,1311120000,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 4', 'Xbox 360', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Role-playing (RPG)', 'Adventure', 'Indie']",90.25,11.0,"['FMOD', 'sdl2', 'Microsoft XNA', 'FNA']",['Single player'],['Bird view / Isometric']
Tsuki ni Yorisou Otome no Sahou,"3,179",76,"3,255",93.49%,main_game,1655424000,['PC (Microsoft Windows)'],"['Adventure', 'Visual Novel']",,,,,
DARK SOULS™ III,"371,248","22,041","393,289",93.48%,main_game,1458777600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Role-playing (RPG)', 'Adventure']",86.07692307692308,29.0,,"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Little Nightmares,"98,971","5,369","104,340",93.47%,main_game,1493337600,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']","['Platform', 'Puzzle', 'Strategy', 'Adventure', 'Indie']",77.72222222222223,21.0,['Unreal Engine'],['Single player'],"['Third person', 'Side view']"
Rusty Lake: Roots,"6,869",234,"7,103",93.47%,main_game,1476921600,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,,['Single player'],['Side view']
Beacon Pines,"2,847",64,"2,911",93.47%,main_game,1663804800,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Xbox One', 'Nintendo Switch']","['Adventure', 'Indie', 'Visual Novel']",85.0,1.0,['Unity'],['Single player'],['Bird view / Isometric']
"彼方的她-Aliya ",,,,,,,,,,,,,
Mindustry,"19,173",847,"20,020",93.45%,main_game,1508198400,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Mac']","['Puzzle', 'Strategy', 'Indie']",,,['libGDX'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
OpenTTD,"12,373",499,"12,872",93.45%,remake,1079222400,"['PC (Microsoft Windows)', 'Android', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Indie']",,,,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
"葬花·暗黑桃花源 ",,,,,,,,,,,,,
S.T.A.L.K.E.R.: Call of Pripyat,"27,276","1,281","28,557",93.44%,main_game,1254441600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Shooter', 'Role-playing (RPG)']",78.66666666666667,4.0,['X-ray Engine'],"['Single player', 'Multiplayer']",['First person']
Townscaper,"19,644",873,"20,517",93.44%,main_game,1593475200,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Simulator', 'Indie']",80.0,1.0,,['Single player'],['Bird view / Isometric']
"Tsukikage no Simulacre: Kaihou no Hane ",,,,,,,,,,,,,
Chicory: A Colorful Tale,"3,008",71,"3,079",93.44%,main_game,1623283200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",92.33333333333331,3.0,['GameMaker Studio 2'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
Refunct,"16,543",715,"17,258",93.43%,main_game,1444953600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie', 'Arcade']",,,['Unreal Engine'],['Single player'],['First person']
Shovel Knight: Treasure Trove,"15,120",641,"15,761",93.43%,bundle,1575849600,"['PC (Microsoft Windows)', 'Wii U', 'PlayStation 3', 'PlayStation Vita', 'Nintendo 3DS', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie']",90.0,1.0,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
FIVE NIGHTS AT FREDDY'S: HELP WANTED,"11,682",468,"12,150",93.43%,port,1603670400,"['Android', 'iOS']","['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Strategy']",,,['Unreal Engine 4'],['Single player'],"['First person', 'Virtual Reality']"
The Binding of Isaac,"56,099","2,908","59,007",93.42%,main_game,1317168000,"['PC (Microsoft Windows)', 'Mac']","['Shooter', 'Role-playing (RPG)', 'Adventure', 'Indie']",83.5,5.0,['Adobe Flash Player'],['Single player'],['Bird view / Isometric']
The Talos Principle,"29,234","1,394","30,628",93.42%,main_game,1418256000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",87.33333333333333,12.0,['Serious Engine 4'],['Single player'],"['First person', 'Third person']"
"死寂（DeathlyStillness） ",,,,,,,,,,,,,
Portal: Revolution,"19,717",883,"20,600",93.42%,mod,1704499200,"['PC (Microsoft Windows)', 'Linux']","['Puzzle', 'Adventure']",,,['Source'],['Single player'],['First person']
Kindergarten,"7,897",286,"8,183",93.42%,main_game,1425340800,['PC (Microsoft Windows)'],"['Puzzle', 'Strategy', 'Indie']",,,,['Single player'],['Bird view / Isometric']
