_key,id,positive ratings,negative ratings,total reviews,rating percentage,info/0/id,info/0/category,info/0/cover,info/0/first_release_date,info/0/platforms/0,info/0/platforms/1,info/0/slug,info/0/summary,info/0/url,info/0/aggregated_rating,info/0/aggregated_rating_count,info/0/game_engines/0,info/0/game_modes/0,info/0/game_modes/1,info/0/game_modes/2,info/0/involved_companies/0,info/0/involved_companies/1,info/0/involved_companies/2,info/0/involved_companies/3,info/0/involved_companies/4,info/0/multiplayer_modes/0,info/0/multiplayer_modes/1,info/0/multiplayer_modes/2,info/0/multiplayer_modes/3,info/0/platforms/2,info/0/platforms/3,info/0/platforms/4,info/0/platforms/5,info/0/platforms/6,info/0/platforms/7,info/0/platforms/8,info/0/platforms/9,info/0/player_perspectives/0,info/0/storyline,info/0/game_localizations/0,info/0/game_localizations/1,info/0/game_modes/3,info/0/status,info/0/involved_companies/5,info/0/involved_companies/6,info/0/involved_companies/7,info/0/involved_companies/8,info/0/platforms/10,info/0/platforms/11,info/0/platforms/12,info/0/platforms/13,info/0/platforms/14,info/0/player_perspectives/1,info/0/player_perspectives/2,info/0/remakes/0,info/0/game_engines/1,info/0/game_engines/2,info/0/platforms/15,info/0/remasters/0,info/0/game_engines/3,info/0/remasters/1,info/0/player_perspectives/3
Narcissu 1st & 2nd,30253,"4,417",200,"4,617",92.07%,30253,0,292951,1429833600,3,6,narcissu-1st-and-2nd,"This is a story of disease and suffering; of medication and adverse effects; of thoracotomy scars and cellular poisons; of the living who cannot help but to die and of the dying who cannot help but to live; of a resting place other than ""on 7F"" or ""at home"".",https://www.igdb.com/games/narcissu-1st-and-2nd,,,,1,,,47749,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enigmatis 2: The Mists of Ravenwood,17138,"1,471",41,"1,512",92.07%,17138,0,83535,1380067200,3,6,enigmatis-2-the-mists-of-ravenwood,"Enigmatis: The Mists of Ravenwood is a critically-acclaimed, beautifully crafted casual adventure game rich with horror, plot twists and shadowy intrigue. Follow the trail of a demonic preacher and unravel the secrets shrouded in the mists of Ravenwood Park! What happened to the abandoned camper covered by enormous claw marks? What lurks in the park’s shadows? Will you be able to solve the mystery?",https://www.igdb.com/games/enigmatis-2-the-mists-of-ravenwood,,,,1,,,135252,,,,,,,,,14,34,39,48,49,130,,,1,,5413,,,,,,,,,,,,,,,,,,,,,,
Long Dream,217238,802,12,814,92.07%,217238,0,246348,1681171200,6,,long-dream,"Zhao Sheng, a retired postman, has been suffering from dementia over the past years. He insists that his partner Qi Mei is waiting for him under a peach tree. Zhao Sheng’s family didn't want him to leave with any regrets and decided to go and find that peach tree he had been talking about...",https://www.igdb.com/games/long-dream,,,13,1,,,187262,187263,187264,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
SpeedRunners,9527,"34,055","2,204","36,259",92.06%,9527,0,382292,1461024000,3,6,speedrunners,"Cut-throat multiplayer running game that pits 4 players against each other, locally and/or online. Run, jump, swing around, and use devious weapons and pick-ups to knock opponents off-screen",https://www.igdb.com/games/speedrunners,,,,1,2,3,135206,135281,232074,,,,,,,14,34,39,48,49,130,,,4,"In a city filled with superheroes, getting to crimes becomes a competition on its own. Fortunately there are enough rockets, bombs, grappling hooks, spikes, and other goodies lying around -- to make the competition fun and fast. Welcome to SpeedRunners.",,,,,,,,,,,,,,,,,,,,,,,
Yuppie Psycho,26565,"7,295",375,"7,670",92.06%,26565,0,76514,1556150400,3,6,yuppie-psycho,"Join Brian Pasternack on his first day at one of the world’s largest companies, Sintracorp. Uncertain, unprepared, and massively unqualified, will Pasternack have what it takes to shine in Sintracorp's hierarchy? It all depends on how he performs on his first assignment… and whether he survives it.",https://www.igdb.com/games/yuppie-psycho,85,1,,1,,,62643,212326,,,,,,,,14,49,,,,,,,3,"During his unconventional employee orientation, Pasternack discovers what his new job really entails: hunting a “witch” whose powers made the success of the corporation possible in the first place, but who now seems to have returned to torment its employees. Brian will meet all kinds of odd characters, escape from terrible creatures, and unravel the hidden secrets of Sintracorp’s dark past.",,,,,,,,,,,,,,,,,,,,,,,
Tales of Maj'Eyal,8796,"6,139",303,"6,442",92.06%,8796,0,117586,1356912000,3,6,tales-of-majeyal,"Tales of Maj'Eyal is a roguelike RPG, featuring tactical turn-based combat and advanced character building. Play as one of many unique races and classes in the lore-filled world of Eyal, exploring random dungeons, facing challenging battles, and developing characters with your own tailored mix of abilities and powers.",https://www.igdb.com/games/tales-of-majeyal,,,1170,1,,,117126,,,,,,,,,14,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Melatonin,157756,"5,858",286,"6,144",92.06%,157756,0,170807,1671062400,6,130,melatonin,"Melatonin is a rhythm game about dreams and reality merging together. It uses animations and sound cues to keep you on beat without any intimidating overlays or interfaces. Harmonize through a variety of dreamy levels containing surprising challenges, hand-drawn art, and vibrant music.",https://www.igdb.com/games/melatonin,80,2,,1,,,259433,,,,,,,,,167,,,,,,,,3,,28400,,,,,,,,,,,,,4,,,,,,,,,
Turnip Boy Commits Tax Evasion,128097,"11,316",633,"11,949",92.05%,128097,0,212977,1619049600,3,6,turnip-boy-commits-tax-evasion,"Avoid paying taxes, solve plantastic puzzles, harvest crops and battle massive beasts all in a journey to tear down a corrupt vegetable government!",https://www.igdb.com/games/turnip-boy-commits-tax-evasion,76.66666666666667,4,13,1,,,168341,168342,,,,,,,,14,34,39,48,49,130,169,,3,"After failing to pay taxes and getting evicted from his home, Turnip Boy must go on an epic quest to pay back his massive debt to Mayor Onion.",21063,25015,,,,,,,,,,,,,,,,,,,,,
Judgment,281562,"7,587",394,"7,981",92.05%,281562,9,360619,1619136000,6,167,judgment--2,"A remastered version of Judgment, featuring faster loading times, 60 FPS, as well as all of the downloadable content from the original release.",https://www.igdb.com/games/judgment--2,,,391,1,,,252083,278075,278076,,,,,,,169,170,,,,,,,1,"A lawyer pulls off a miracle, only to have the verdict cost him everything. Now, as a string of murders casts a shroud over the city and the law begins to fail, justice cannot afford to be blind.

The son of a murdered lawyer, Takayuki Yagami was raised on the streets of Kamurocho by a yakuza patriarch who paves the way for Yagami to follow in his real father's footsteps. Taking a job at the Genda Law Office, Yagami accepts a high-profile case: Proving Shinpei Okubo, a man suspected of murder, innocent.

Against all odds, Yagami succeeds and is hailed as a hero, but his prolific career is short-lived. Only months later, Okubo brutally murders his girlfriend, stabbing her over ten times with a kitchen knife before setting their apartment on fire.

Yagami becomes the lawyer who let a murderer walk - and everything he had worked for comes crashing down.

Three years later, Yagami has taken off his lawyer's badge to run a small detective agency in the red-light district of Kamurocho, scraping by on odd jobs and evidence collection.

But even a city as seedy as this is shaken by a string of serial murders, where the victims' bodies are discovered with their eyes gouged out. Yagami is drawn into the case by his old law firm, where he discovers that in order to bring this killer to light, he must seek the truth that slipped from his grasp three years ago. But can a man haunted by his failures prevail over his own past?",32087,32771,,,,,,,,,,,,2,,,,,,,,,
The Witch's House MV,111081,"3,015",121,"3,136",92.05%,111081,8,130759,1540944000,6,48,the-witchs-house-mv,"The Witch's House, originally released in 2012, falls within the tradition of Japanese horror RPGs with heavy emphasis on puzzle-solving and jump scares. The Witch's House is deliberately designed with traps at almost every turn--sudden death is unpredictable and it keeps players on their toes. Anything can happen at any time.

With completely remastered visuals, The Witch's House MV will feel fresh to even the most familiar old-school fans. Fans will also be greeted by a new difficulty mode that includes new events upon completion of the base game.",https://www.igdb.com/games/the-witchs-house-mv,,,448,1,,,118956,118957,,,,,,,,49,130,,,,,,,4,"A young girl, Viola, is drawn inexorably to a mysterious manor that seems to change behind her back. It is a place of pain, turmoil and death. Plumb its detestable depths and abominable history. Untangle riddles that bar your perilous path. And flee the hellish halls of The Witch's House.",11356,,,,,,,,,,,,,,,,,,,,,,
100 March Cats,288728,"1,135",26,"1,161",92.05%,288728,0,365011,1709683200,6,,100-march-cats,100 March Cats - Join the cutest adventure in the Lovely themed locations full of cats! Explore the charming hand-drawn artwork of romantic 8 march places and Cats as you embark on a quest to find 100 adorable cats hidden throughout the game. Can you find them all?,https://www.igdb.com/games/100-march-cats,,,,1,,,256487,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
100 Funny Cats,291200,"1,087",24,"1,111",92.05%,291200,0,368146,1711929600,6,,100-funny-cats,Join the cutest adventure in the funny locations with Cats! Explore the charming hand-drawn artwork of funny location and cats as you embark on a quest to find 100 adorable cats hidden throughout the game.,https://www.igdb.com/games/100-funny-cats,,,,1,,,259788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Procession to Calvary,106985,970,19,989,92.05%,106985,0,100419,1586390400,3,6,the-procession-to-calvary,"A sequel to the game Four Last Things.
It is currently on Kickstarter.",https://www.igdb.com/games/the-procession-to-calvary,,,529,1,,,208469,208470,208471,,,,,,,14,34,39,48,49,130,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Bloons TD5,17520,"10,620",590,"11,210",92.04%,17520,0,97299,1323820800,6,14,bloons-td-5,"Five-star tower defense with unrivaled depth and replayability.

The Bloons are back in full HD glory and this time they mean business! Build awesome towers, choose your favorite upgrades, hire cool new Special Agents, and pop every last invading Bloon in the best ever version of the most popular tower defense series in history.

Featuring an all New Tower and Special Agent, glorious HD graphics, original Tracks and Special Missions, a whole new tier of Specialty Building upgrades, and a never-before-seen Monkey Lab to upgrade your towers, Bloons TD 5 delivers hours of fun and challenging play to fans and new players alike.",https://www.igdb.com/games/bloons-td-5,,,,1,2,3,65598,,,,,4823,8003,,,34,39,48,49,82,130,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Door Kickers: Action Squad,55678,"9,260",501,"9,761",92.04%,55678,0,94601,1536537600,6,34,door-kickers-action-squad,"Rescue hostages, disarm bombs and save the day in this old school, side scroller action with retro graphics and retro sensibilities. Coop MP Included.",https://www.igdb.com/games/door-kickers-action-squad,82.5,4,,1,2,3,69808,131927,,,,,,,,48,49,130,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Cat Quest,129999,"8,616",460,"9,076",92.04%,129999,3,100663,1596153600,48,130,cat-quest-plus-cat-quest-ii-pawsome-pack,"Cat Quest is an open-world action-RPG set in a fantasy realm of cats. Sequel to the award-winning original, Cat Quest II now lets you play solo or with a friend, as both a cat and dog as you embark on an epic journey! Quest in a world filled with magic, defeat curious monsters, collect stat-boosting loot and go on a catventure like never before! 
 
Expanding on the original with more explosive spells, new weapon options, and local co-op - Cat Quest II improves on all aspects of the universally-adored indie sensation. Enjoy both games in one tidy package!",https://www.igdb.com/games/cat-quest-plus-cat-quest-ii-pawsome-pack,,,,1,,,98726,98727,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
In Sound Mind,121084,"4,863",228,"5,091",92.04%,121084,0,172618,1632787200,6,130,in-sound-mind,"In Sound Mind is an imaginative first-person psychological horror with frenetic puzzles, unique boss fights, and original music. Journey within the inner workings of the one place you can’t seem to escape - your own mind.",https://www.igdb.com/games/in-sound-mind,,,,1,,,142156,142157,,,,,,,,167,169,,,,,,,1,"As you awake in the corridors of an inexplicable building, you find the environment takes on a life of its own and leads you to discover a series of victims, all exposed to the same experimental chemical. In your search for answers, bizarre visions emerge and introduce a host of imposing horrors… and a cat named Tonia.

Unexpect the expected. Explore an imaginative and disorienting narrative, featuring sentient mannequins, a feline companion, and much more. And yes, you can pet the cat.",20951,,,,,,,,,,,,,,,,,,,,,,
Zup! 8,86571,"4,019",178,"4,197",92.04%,86571,0,105232,1519257600,6,,zup-8,Minimal physical puzzle with explosions,https://www.igdb.com/games/zup-8,,,,1,,,68221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloodstained: Ritual of the Night,10760,"35,931","2,349","38,280",92.03%,10760,0,267567,1560816000,6,39,bloodstained-ritual-of-the-night,"Bloodstained: Ritual of the Night is a gothic horror action side-scrolling RPG set in 19th century England. A paranormal force has summoned a demon-infested castle, revealing crystal shards infused with tremendous magical power.

Play as Miriam, an orphan scarred by an alchemist's curse which slowly crystallizes her body. To save humanity, and herself in the process, Miriam must fight through the castle and defeat the summoner, Gebel.

Collect, craft and unlock a vast array of weapons, equipment and loot to defeat the countless minions and bosses of hell that await!",https://www.igdb.com/games/bloodstained-ritual-of-the-night,82.45454545454545,12,6,1,2,3,59649,71884,72520,72521,72522,4080,,,,41,48,49,130,170,,,,4,"Bloodstained follows the protagonist Miriam, an orphan who is afflicted by an alchemist's curse, which is slowly turning her skin into crystal. To stop the curse, Miriam must explore a demon-filled castle and locate its summoner, Gebel, who has suffered from the curse for a long time.",902,4823,,,72523,,,,,,,,,,,,,,,,,,
fault - milestone two side: above,35883,"2,465",92,"2,557",92.03%,35883,0,107927,1441670400,3,6,fault-milestone-two-side-above,Fault Milestone Two Side: Above is a Cinematic Visual Novel that takes place right after the events of milestone one. Please note that this novel is a direct sequel to fault - milestone one and contains massive spoilers of the first story. Play through of the first title is highly advised.,https://www.igdb.com/games/fault-milestone-two-side-above,,,,1,,,50171,134801,145984,,,,,,,14,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFO 50,54555,"2,350",86,"2,436",92.03%,54555,0,99612,1726617600,6,,ufo-50,"UFO 50 is a collection of 50 single and multiplayer games from the creators of Spelunky, Downwell, Time Barons, Skorpulac, and Madhouse. Jump in and explore a variety of genres, from platformers and shoot 'em ups to puzzle games and RPGs. Our goal is to combine a familiar 8-bit aesthetic with new ideas and modern game design sensibilities.",https://www.igdb.com/games/ufo-50,89.33333333333333,3,79,1,2,3,121240,121241,121242,121243,121244,,,,,,,,,,,,,3,,,,,,121245,,,,,,,,,4,,,,,,,,,
Pentiment,204623,"6,276",315,"6,591",92.02%,204623,0,226850,1668470400,6,48,pentiment,"A 16th-century narrative adventure set in Upper Bavaria, following Andreas Maler, a journeyman artist working in the bygone scriptorium of Kiersau Abbey during a time of great social unrest. While finishing his masterpiece, Andreas inadvertently becomes entangled in a series of murders that take place over 25 years. Peasants, thieves, craftsmen, monks, nuns, nobles, and even saints must be investigated and interrogated to expose the truth.",https://www.igdb.com/games/pentiment,84.83333333333333,9,13,1,,,175254,175255,,,,,,,,49,130,167,169,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Ages of Conflict: World War Simulator,223829,"3,092",127,"3,219",92.01%,223829,0,348009,1676592000,3,6,ages-of-conflict-world-war-simulator,Ages of Conflict is a versatile Map Simulation game where you can spawn custom nations to battle it out across infinite number of worlds. Take control of nations to nudge the world events into your liking.,https://www.igdb.com/games/ages-of-conflict-world-war-simulator,,,,1,,,,,,,,,,,,14,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Later Alligator,112939,"2,417",90,"2,507",92.01%,112939,0,125555,1568764800,3,6,later-alligator,"Pat the alligator, a (mostly) harmless and (probably) innocent reptile is at the center of a conspiracy that could bring down the biggest, scariest family in Alligator New York City: his own! Explore the city, meet the Family, and try to save Pat before the clock runs out.",https://www.igdb.com/games/later-alligator,,,,1,,,89176,129794,,,,,,,,14,130,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Sizeable,139605,"1,076",24,"1,100",92.01%,139605,0,117943,1616112000,6,,sizeable,Sizeable is a puzzle/exploration game about shrinking and growing the environment in order to find all the hidden objects that every little diorama hides!,https://www.igdb.com/games/sizeable,,,,1,,,111241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farm Together,86737,"20,190","1,243","21,433",92.00%,86737,0,210096,1539216000,3,6,farm-together,"Grow your own farm all by yourself, or cooperate with your friends in this unique, relaxing farming experience!",https://www.igdb.com/games/farm-together,80,3,601,1,2,3,133990,,,,,,,,,14,48,49,130,,,,,2,,10474,,,,,,,,,,,,,,,,,,,,,,
Reventure,118922,"8,410",451,"8,861",92.00%,118922,0,111525,1559606400,6,34,reventure,"Reventure could be described as a ""choose your own adventure"" book in the shape of a 2D platformer.

It starts out from the classic monomyth premise: ""You are a hero, the princess is in danger, go rescue her!"" but it quickly gets more complicated than that - until it completely diverges into something completely non-standard.",https://www.igdb.com/games/reventure,70,2,,1,,,255903,,,,,,,,,130,,,,,,,,4,,11907,,,,,,,,,,,,,,,,,,,,,,
Dead Space 2,38,"22,845","1,433","24,278",91.99%,38,0,94526,1295913600,6,9,dead-space-2,"Three years after the Necromorph infestation aboard the USS Ishimura, Isaac Clarke awakens from a coma, confused, disoriented, and on a space station called The Sprawl. Just as his health begins to improve, The Sprawl is overrun with even more advanced forms of the alien-zombie hybrids.",https://www.igdb.com/games/dead-space-2,90,11,,1,2,3,2,8,56651,56652,,14153,,,,12,,,,,,,,2,"Dead Space 2 takes place three years after the events of Dead Space, in 2511.

Following his nightmarish encounter on the USG Ishimura, former engineer Isaac Clarke arrives on the Sprawl, a civilian space station built on the remains of Saturn's moon, Titan, which was broken into pieces in a planet-cracking operation. Here a new Necromorph outbreak begins. Isaac witnesses the panic that overtakes the station from the start.",19134,,,,,,,,,,,,,,,,,,,,,,
Dungeons 3,27353,"17,058","1,029","18,087",91.99%,27353,0,113553,1507852800,3,6,dungeons-3,"Unleash your dark side by creating a unique underground dungeon from a huge array of rooms, traps and structures. Raise the most terrifying army the world has ever seen, by choosing from despicable creatures such as orcs, succubae, zombies and much, much more. Then, once you have built your forces, emerge from the darkness and guide your army to the light of the overworld, where you will corrupt the land and dispatch anything even vaguely heroic, cute or unicorn-shaped. And in a first for the Dungeons series, experience randomly generated levels, so that no two sessions are alike – never-ending fun for any evil conqueror!",https://www.igdb.com/games/dungeons-3,74,3,13,1,2,3,48621,54408,106952,,,14235,,,,14,48,49,,,,,,2,,6442,19958,,,,,,,,,,,,3,,,,,,,,,
Leap Year,302965,782,12,794,91.99%,302965,0,393423,1718323200,6,,leap-year,"Leap Year is a clumsy platformer about knowledge and discovery. Explore a compact, hand drawn world filled with hidden paths. Understand the game’s secrets to reach new areas and collect all the pages of your calendar.",https://www.igdb.com/games/leap-year,,,,1,,,271092,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
The Secret of Monkey Island: Special Edition,65,"5,308",258,"5,566",91.98%,65,8,110509,1247616000,6,9,the-secret-of-monkey-island-special-edition,"Relive the swashbuckling humorous misadventures of the wannabe pirate Guybrush Threepwood!
Back by popular demand, The Secret of Monkey Island: Special Edition faithfully re-imagines the internationally-acclaimed classic game.
The game's twisty plot leads our naive hero on a hilarious, swash-buckling search for the fabled secret of Monkey Island. Tales of pirate wealth lure him to the port of Mêlée with high hopes, no money, and insatiable curiosity. If clever enough, he will win the confidence of Mêlée's pirates and find himself blown by the winds of fate toward the terrifying and legendary Monkey Island - an adventure that would chill the bones of even the most bloodthirsty buccaneer.",https://www.igdb.com/games/the-secret-of-monkey-island-special-edition,80,4,,1,,,18940,18941,18942,,,,,,,12,14,39,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
OnlyCans: Thirst Date,142461,"3,198",134,"3,332",91.98%,142461,0,131440,1610236800,6,82,onlycans-thirst-date,Attempt to seduce a variety of bubbly and sparkling drinks cans in this sensual experience.,https://www.igdb.com/games/onlycans-thirst-date,,,744,1,,,118942,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Some Some Convenience Store,128227,"2,934",119,"3,053",91.98%,128227,0,183925,1578960000,6,34,some-some-convenience-store,A game about starting a relationship while working part-time at a convenience store.,https://www.igdb.com/games/some-some-convenience-store,,,13,1,,,93595,,,,,,,,,39,130,,,,,,,,"I got a part time job at a convenience store. I was bored so I used my smartphone.
And download the love application [SOME SOME]. When I turn on SOME SOME, I start a new relationship with three girls... A junior part-time job, a foreign singer trainee, and a bodyguard who looks somewhat sloppy.
What's your choice?",883,,,,,,,,,,,,,,,,,,,,,,
Shadows Over Loathing,225615,"2,749",109,"2,858",91.98%,225615,0,269366,1668124800,6,14,shadows-over-loathing,"A slapstick-figure comedy adventure-RPG full of mobsters, monsters, and mysteries.",https://www.igdb.com/games/shadows-over-loathing,,,13,1,,,193802,,,,,,,,,48,130,167,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,
Duck Simulator 2,182367,"2,657",104,"2,761",91.98%,182367,0,256128,1637539200,6,49,duck-simulator-2,A genre-switching phenomenon that will take you on a journey to stop a rubber duck from taking over the developer's game!,https://www.igdb.com/games/duck-simulator-2,,,13,1,,,225128,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,
The Legend of Heroes: Trails from Zero,23322,"1,022",22,"1,044",91.98%,23322,9,243120,1664236800,6,48,the-legend-of-heroes-trails-from-zero,"The Legend of Heroes: Trails from Zero is the fourth installment in the main Trails series, serving as a direct sequel to the events of the Liberl arc and the beginning to the Crossbell arc. The game follows Lloyd Bannings and his colleagues Elie MacDowell, Randy Orlando, and Tio Plato. The four form the Special Support Section, a newly formed department of the Crossbell police in a city-state located between two great powers fighting for control over it.",https://www.igdb.com/games/the-legend-of-heroes-trails-from-zero,86.5,3,,1,,,183658,198545,,,,,,,,130,,,,,,,,2,,1089,6080,,,,,,,,,,,,,,,,,,,,,
10 Minutes Till Dawn,202828,"4,044",183,"4,227",91.97%,202828,0,223599,1652227200,6,,10-minutes-till-dawn,Shoot down an ever growing horde of Lovecraftian monsters. Choose from a variety of upgrades to create unique and game-breaking builds. Unlock a diverse cast of characters and weapons with unique powers.,https://www.igdb.com/games/10-minutes-till-dawn,,,,1,,,192835,192836,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Laughing to Die,267571,"2,073",73,"2,146",91.97%,267571,0,331664,,6,,laughing-to-die,Nannan returned to her hometown to attend her grandmother's funeral.,https://www.igdb.com/games/laughing-to-die,,,,1,,,231925,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Spark the Electric Jester 3,153620,"1,640",51,"1,691",91.97%,153620,0,279152,1660521600,6,130,spark-the-electric-jester-3,"Continuing directly from where Spark the Electric Jester 2 left off, Join Spark on his mission to overthrow his rival once again. Blaze through fast action packed stages and experience a new and improved combat system.

The gameplay is a mix of action and platforming in a clever way, taking elements from many games of both genres, you are able to find powers that change the way you play, enjoy great freedom of movement, discover many different ways to beat each stage, and ways to do it faster.",https://www.igdb.com/games/spark-the-electric-jester-3,,,13,1,,,140230,,,,,,,,,,,,,,,,,2,"Continuing directly from where Spark the Electric Jester 2 left off, Join Spark on his mission to overthrow his rival once again.",,,,,,,,,,,,,,,,,,,,,,,
Zortch,248586,971,20,991,91.97%,248586,0,314197,1686182400,6,,zortch,"Meet Zortch Maxinum: short order cook, amateur engineer and professional slacker; Bored and tired of her day job she decides to go on a holiday but alas she picks a cheap option: turns out it's a scheme by aliens who capture humans to eat their brains! also this game is a sci-fi horror comedy fps",https://www.igdb.com/games/zortch,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Persona 3 Reload,301578,"26,858","1,727","28,585",91.96%,301578,13,400165,1706832000,6,48,persona-3-reload-persona-4-golden-persona-set,,https://www.igdb.com/games/persona-3-reload-persona-4-golden-persona-set,,,,1,,,278023,278024,278025,,,,,,,49,167,169,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Pajama Sam in No Need to Hide When It's Dark Outside,3730,"1,150",28,"1,178",91.96%,3730,0,174664,844387200,5,6,pajama-sam-in-no-need-to-hide-when-it-s-dark-outside,"There's no reason to be afraid of the dark. Fed up with his fear of the dark, Sam transforms himself into Pajama Sam - world's youngest superhero and resolves to confront Darkness! With help from King the mine car, Otto the boat, and a host of fascinating characters.",https://www.igdb.com/games/pajama-sam-in-no-need-to-hide-when-it-s-dark-outside,,,,1,,,9636,9637,9639,9640,237695,,,,,14,39,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
a new life.,133449,"2,063",73,"2,136",91.95%,133449,0,109393,1589500800,3,6,a-new-life,"A classic love story: Meet, marry, grow old.
But when your loved one hurts you, what do you do?
Is it better to love and be hurt, than never love at all?",https://www.igdb.com/games/a-new-life,,,13,1,,,99167,99168,,,,,,,,14,34,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POPGOES Arcade,140319,"1,406",40,"1,446",91.95%,140319,0,288407,1459468800,6,,popgoes-arcade,"In Popgoes Arcade, you play as a child. You’re not going to be killed by a mysterious man, you’re not going to be stuffed into a suit or given a mask to wear in purgatory. No. Today, you’re just going to play a damn game on a top-of-the-line Popgoes Pizzeria arcade machine. You’re going to play Weasel World. Your favourite. But Weasel World feels… strange today. It plays the same, it looks the same, it... smells the same... But there’s just something wrong about it. And with your little hand at the joystick, you WILL find out what that something is. Until your parents come to pick you up, of course.",https://www.igdb.com/games/popgoes-arcade,,,156,1,,,178295,,,,,,,,,,,,,,,,,4,"In Weasel World, Popgoes the Weasel goes on a mission to help other garden animals and take back this world from the King Cultivate. In order to do that, he needs to pass through three zones, the garden, the forest and the castle, defeating Kings' followers and buying upgrades from the other Popgoes Animatronics. When King Cultivate is defeated, he calls Popgoes evil and claims, that without Kings' help, they will all starve.

When exploring the world, the player can notice a mysterious, glitched object. When the player passes through an invisible entrance to the top of the castle area, they will be able to encounter the glitch, notice a couple of flashing images and get the white key to enter the House area. After entering the house, the player can notice two white characters, one of them saying ""Look Dad"" with Toy Bonnie's mask on their head. If the player goes through the invisible entrance to the left from the house area, they will pass through the empty areas from the FNaF3 minigames, and meet the mysterious glitch at the end. If it's encountered, a battle with ""Bonnie"" will start, but after an attack, the game will stop, and the Blackrabbit's hand will come out from the arcade machine, crashing the game. After restarting the game and going back to this area, the glitch will be gone.",,,,,,,,,,,,,,,,136256,,,,,,,
Cats Hidden in Maple Hollow,264926,990,21,"1,011",91.95%,264926,0,346060,1700006400,6,,cats-hidden-in-maple-hollow,Find 100 cats hiding in the cozy autumnal town of Maple Hollow in this cute hand-drawn hidden object game.,https://www.igdb.com/games/cats-hidden-in-maple-hollow,,,,1,,,241946,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Super Animal Royale,187996,"38,428","2,574","41,002",91.94%,187996,0,204758,1622505600,49,169,super-animal-royale-super-edition,"The Super Edition of Super Animal Royale delivers the superest experience and best value of all, providing both exclusive perks and DLC cosmetic items.",https://www.igdb.com/games/super-animal-royale-super-edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Payne 2: The Fall of Max Payne,19,"10,074",566,"10,640",91.94%,19,0,120981,1066089600,6,8,max-payne-2-the-fall-of-max-payne,"Max Payne 2 is a third-person shooter, in which the player assumes the role of Max Payne, but also plays as Mona Sax in a few levels. Initially, the player's weapon is a 9mm pistol. As they progress, players access other weapons including other handguns, shotguns, submachine guns, assault rifles, sniper rifles, and hand-thrown weapons. To move the game along, the player is told what the next objective is through Max's internal monologue, in which Max iterates what his next steps should be.",https://www.igdb.com/games/max-payne-2-the-fall-of-max-payne,84.28571428571429,7,67,1,,,17926,43412,43413,,,,,,,9,11,12,,,,,,2,"In Max Payne 2, the player controls Max Payne, a former DEA agent for the NYPD and a fugitive framed for murder of his best friend and fellow cop Alex. Two years after the events of the first game, Max has cleared his name and is now an NYPD detective. He reunites with Mona Sax, whom he met in the previous game, as they set out to resolve a conspiracy of death and betrayal, finding the Inner Circle in the center of it all.",,,,,,,,,,,,,,,,196252,,,,,,,
